"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20231126T140835_20231126T140902_051389_06338C_1533","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51389","42","470","2023-11-26T14:09:02.699870Z","2023-11-26T14:08:35Z","SLC","2023-11-26T14:08:35Z","2023-11-26T14:09:02Z","36.504","-121.3386","37.107101","-119.748566","37.505104","-122.57592","35.485512","-120.138199","35.885071","-122.904617","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231126T140835_20231126T140902_051389_06338C_1533.zip","7345.332829475403","","","0","S1A_IWDV_0471_0476_051389_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231114T140836_20231114T140903_051214_062D88_A4D5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51214","42","470","2023-11-14T14:09:03.442932Z","2023-11-14T14:08:36Z","SLC","2023-11-14T14:08:36Z","2023-11-14T14:09:03Z","36.5041","-121.3404","37.107193","-119.750328","37.505184","-122.577698","35.485603","-120.139946","35.885151","-122.906387","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231114T140836_20231114T140903_051214_062D88_A4D5.zip","7345.308303833008","","","0","S1A_IWDV_0471_0476_051214_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231102T140836_20231102T140903_051039_06277B_24E0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51039","42","470","2023-11-02T14:09:03.316458Z","2023-11-02T14:08:36Z","SLC","2023-11-02T14:08:36Z","2023-11-02T14:09:03Z","36.5055","-121.3381","37.108627","-119.748024","37.506641","-122.575409","35.487041","-120.137672","35.886612","-122.904121","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231102T140836_20231102T140903_051039_06277B_24E0.zip","7345.130564689636","","","0","S1A_IWDV_0470_0476_051039_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231021T140837_20231021T140904_050864_062179_20DA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50864","42","470","2023-10-21T14:09:04.055741Z","2023-10-21T14:08:37Z","SLC","2023-10-21T14:08:37Z","2023-10-21T14:09:04Z","36.5053","-121.3397","37.108826","-119.74955","37.506866","-122.576851","35.486374","-120.139427","35.885971","-122.905769","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231021T140837_20231021T140904_050864_062179_20DA.zip","7345.146116256714","","","0","S1A_IWDV_0470_0476_050864_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231009T140836_20231009T140903_050689_061B86_0DE6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50689","42","470","2023-10-09T14:09:03.724019Z","2023-10-09T14:08:36Z","SLC","2023-10-09T14:08:36Z","2023-10-09T14:09:03Z","36.5053","-121.3383","37.108334","-119.748337","37.506348","-122.575508","35.486862","-120.13797","35.886433","-122.904221","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231009T140836_20231009T140903_050689_061B86_0DE6.zip","7345.263553619385","","","0","S1A_IWDV_0470_0476_050689_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230927T140836_20230927T140903_050514_061584_F90D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50514","42","470","2023-09-27T14:09:03.703786Z","2023-09-27T14:08:36Z","SLC","2023-09-27T14:08:36Z","2023-09-27T14:09:03Z","36.5055","-121.3394","37.108727","-119.749435","37.506687","-122.576584","35.486877","-120.139099","35.886395","-122.905319","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230927T140836_20230927T140903_050514_061584_F90D.zip","7345.203155517578","","","0","S1A_IWDV_0470_0476_050514_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230915T140836_20230915T140903_050339_060F86_2F8B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50339","42","470","2023-09-15T14:09:03.500804Z","2023-09-15T14:08:36Z","SLC","2023-09-15T14:08:36Z","2023-09-15T14:09:03Z","36.5052","-121.3398","37.108467","-119.749794","37.50642","-122.577057","35.486618","-120.139427","35.886131","-122.905762","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230915T140836_20230915T140903_050339_060F86_2F8B.zip","3911.859761238098","","","0","S1A_IWDV_0470_0476_050339_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230903T140836_20230903T140903_050164_06099B_C3B2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50164","42","470","2023-09-03T14:09:03.137213Z","2023-09-03T14:08:36Z","SLC","2023-09-03T14:08:36Z","2023-09-03T14:09:03Z","36.5053","-121.3402","37.108849","-119.750191","37.506809","-122.577271","35.4865","-120.139984","35.886021","-122.90612","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230903T140836_20230903T140903_050164_06099B_C3B2.zip","3916.841142654419","","","0","S1A_IWDV_0470_0476_050164_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230822T140835_20230822T140902_049989_06039A_9E8A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49989","42","470","2023-08-22T14:09:02.199363Z","2023-08-22T14:08:35Z","SLC","2023-08-22T14:08:35Z","2023-08-22T14:09:02Z","36.5038","-121.3391","37.106998","-119.749191","37.504986","-122.576248","35.485268","-120.138847","35.884811","-122.904976","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230822T140835_20230822T140902_049989_06039A_9E8A.zip","3916.392596244812","","","0","S1A_IWDV_0470_0476_049989_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230810T140833_20230810T140900_049814_05FD9D_67F9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49814","42","470","2023-08-10T14:09:00.932370Z","2023-08-10T14:08:33Z","SLC","2023-08-10T14:08:33Z","2023-08-10T14:09:00Z","36.5044","-121.336","37.107563","-119.746002","37.505577","-122.573143","35.485836","-120.135674","35.885414","-122.901886","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230810T140833_20230810T140900_049814_05FD9D_67F9.zip","3931.2765712738037","","","0","S1A_IWDV_0470_0476_049814_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230729T140834_20230729T140901_049639_05F813_8AFA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49639","42","470","2023-07-29T14:09:01.042890Z","2023-07-29T14:08:34Z","SLC","2023-07-29T14:08:34Z","2023-07-29T14:09:01Z","36.5043","-121.3408","37.10751","-119.750923","37.505451","-122.577896","35.485889","-120.140518","35.885391","-122.906578","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230729T140834_20230729T140901_049639_05F813_8AFA.zip","4076.3079776763916","","","0","S1A_IWDV_0470_0476_049639_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230717T140833_20230717T140900_049464_05F2A8_0203","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49464","42","470","2023-07-17T14:09:00.428473Z","2023-07-17T14:08:33Z","SLC","2023-07-17T14:08:33Z","2023-07-17T14:09:00Z","36.5043","-121.3408","37.10743","-119.751015","37.505348","-122.57795","35.485813","-120.140587","35.885292","-122.906616","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230717T140833_20230717T140900_049464_05F2A8_0203.zip","3971.9398193359375","","","0","S1A_IWDV_0470_0476_049464_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230705T140832_20230705T140859_049289_05ED46_7FFB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49289","42","470","2023-07-05T14:08:59.535731Z","2023-07-05T14:08:32Z","SLC","2023-07-05T14:08:32Z","2023-07-05T14:08:59Z","36.5043","-121.3401","37.107449","-119.750298","37.505371","-122.577293","35.485958","-120.139839","35.885441","-122.905922","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230705T140832_20230705T140859_049289_05ED46_7FFB.zip","3955.400444984436","","","0","S1A_IWDV_0470_0476_049289_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230611T140831_20230611T140858_048939_05E291_EAFC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48939","42","470","2023-06-11T14:08:58.104628Z","2023-06-11T14:08:31Z","SLC","2023-06-11T14:08:31Z","2023-06-11T14:08:58Z","36.505","-121.3394","37.108181","-119.749527","37.506138","-122.576538","35.486443","-120.139175","35.885963","-122.905266","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230611T140831_20230611T140858_048939_05E291_EAFC.zip","3981.5660037994385","","","0","S1A_IWDV_0470_0476_048939_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230530T140830_20230530T140857_048764_05DD4D_C930","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48764","42","470","2023-05-30T14:08:57.630446Z","2023-05-30T14:08:30Z","SLC","2023-05-30T14:08:30Z","2023-05-30T14:08:57Z","36.505","-121.3413","37.108242","-119.75148","37.506149","-122.578468","35.4865","-120.141083","35.885971","-122.90715","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230530T140830_20230530T140857_048764_05DD4D_C930.zip","3926.6220531463623","","","0","S1A_IWDV_0470_0476_048764_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230518T140830_20230518T140857_048589_05D810_F97F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48589","42","470","2023-05-18T14:08:57.047250Z","2023-05-18T14:08:30Z","SLC","2023-05-18T14:08:30Z","2023-05-18T14:08:57Z","36.5052","-121.3411","37.108356","-119.751152","37.506287","-122.578323","35.486744","-120.140717","35.886234","-122.906975","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230518T140830_20230518T140857_048589_05D810_F97F.zip","4089.4330530166626","","","0","S1A_IWDV_0470_0476_048589_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230506T140829_20230506T140856_048414_05D2CE_E4B9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48414","42","470","2023-05-06T14:08:56.388326Z","2023-05-06T14:08:29Z","SLC","2023-05-06T14:08:29Z","2023-05-06T14:08:56Z","36.5051","-121.3411","37.108341","-119.75119","37.50626","-122.578285","35.486607","-120.140778","35.886086","-122.90696","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230506T140829_20230506T140856_048414_05D2CE_E4B9.zip","4005.8564796447754","","","0","S1A_IWDV_0470_0476_048414_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230424T140828_20230424T140855_048239_05CCEE_EAC8","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48239","42","470","2023-04-24T14:08:55.718446Z","2023-04-24T14:08:28Z","SLC","2023-04-24T14:08:28Z","2023-04-24T14:08:55Z","36.505","-121.34","37.108257","-119.750092","37.506199","-122.577156","35.486519","-120.139717","35.886024","-122.905853","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230424T140828_20230424T140855_048239_05CCEE_EAC8.zip","4088.131827354431","","","0","S1A_IWDV_0470_0476_048239_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230412T140828_20230412T140855_048064_05C716_B5D8","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48064","42","470","2023-04-12T14:08:55.378862Z","2023-04-12T14:08:28Z","SLC","2023-04-12T14:08:28Z","2023-04-12T14:08:55Z","36.5052","-121.3406","37.108555","-119.750763","37.506474","-122.577614","35.486561","-120.140465","35.886036","-122.906387","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230412T140828_20230412T140855_048064_05C716_B5D8.zip","4134.883338928223","","","0","S1A_IWDV_0471_0476_048064_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230331T140828_20230331T140854_047889_05C122_F234","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47889","42","470","2023-03-31T14:08:54.982040Z","2023-03-31T14:08:28Z","SLC","2023-03-31T14:08:28Z","2023-03-31T14:08:54Z","36.5041","-121.3399","37.107277","-119.750053","37.505226","-122.576981","35.485542","-120.139702","35.885048","-122.905708","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230331T140828_20230331T140854_047889_05C122_F234.zip","4030.9480714797974","","","0","S1A_IWDV_0470_0476_047889_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230319T140827_20230319T140854_047714_05BB47_8A47","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47714","42","470","2023-03-19T14:08:54.571106Z","2023-03-19T14:08:27Z","SLC","2023-03-19T14:08:27Z","2023-03-19T14:08:54Z","36.5045","-121.34","37.107563","-119.750092","37.505497","-122.577133","35.486073","-120.139664","35.885567","-122.905785","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230319T140827_20230319T140854_047714_05BB47_8A47.zip","4298.668286323547","","","0","S1A_IWDV_0470_0476_047714_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230307T140827_20230307T140854_047539_05B55C_9F99","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47539","42","470","2023-03-07T14:08:54.472217Z","2023-03-07T14:08:27Z","SLC","2023-03-07T14:08:27Z","2023-03-07T14:08:54Z","36.5041","-121.3407","37.10722","-119.750916","37.505119","-122.577789","35.485725","-120.140488","35.885185","-122.906441","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230307T140827_20230307T140854_047539_05B55C_9F99.zip","4038.392699241638","","","0","S1A_IWDV_0470_0476_047539_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230223T140827_20230223T140854_047364_05AF6D_385D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47364","42","470","2023-02-23T14:08:54.170565Z","2023-02-23T14:08:27Z","SLC","2023-02-23T14:08:27Z","2023-02-23T14:08:54Z","36.5042","-121.3379","37.107391","-119.747879","37.50539","-122.575127","35.485676","-120.137543","35.885231","-122.903854","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230223T140827_20230223T140854_047364_05AF6D_385D.zip","4004.7243700027466","","","0","S1A_IWDV_0470_0476_047364_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230211T140827_20230211T140854_047189_05A979_4CB4","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47189","42","470","2023-02-11T14:08:54.766075Z","2023-02-11T14:08:27Z","SLC","2023-02-11T14:08:27Z","2023-02-11T14:08:54Z","36.504","-121.3391","37.107262","-119.749039","37.505287","-122.576256","35.485424","-120.138763","35.885006","-122.905045","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230211T140827_20230211T140854_047189_05A979_4CB4.zip","4108.933893203735","","","0","S1A_IWDV_0470_0476_047189_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230130T140828_20230130T140855_047014_05A3AA_865F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47014","42","470","2023-01-30T14:08:55.390095Z","2023-01-30T14:08:28Z","SLC","2023-01-30T14:08:28Z","2023-01-30T14:08:55Z","36.5043","-121.3397","37.107384","-119.749557","37.505421","-122.576988","35.485802","-120.139214","35.885395","-122.905708","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230130T140828_20230130T140855_047014_05A3AA_865F.zip","4050.066548347473","","","0","S1A_IWDV_0470_0476_047014_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230118T140828_20230118T140854_046839_059DC3_0558","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","46839","42","470","2023-01-18T14:08:54.981148Z","2023-01-18T14:08:28Z","SLC","2023-01-18T14:08:28Z","2023-01-18T14:08:54Z","36.5044","-121.3362","37.10741","-119.746231","37.505421","-122.573509","35.485947","-120.135849","35.885509","-122.902199","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230118T140828_20230118T140854_046839_059DC3_0558.zip","4074.157343864441","","","0","S1A_IWDV_0470_0476_046839_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230106T140829_20230106T140856_046664_0597D7_4DEB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","46664","42","470","2023-01-06T14:08:56.035864Z","2023-01-06T14:08:29Z","SLC","2023-01-06T14:08:29Z","2023-01-06T14:08:56Z","36.5044","-121.3395","37.10754","-119.749451","37.505527","-122.576874","35.48595","-120.139076","35.885498","-122.905556","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230106T140829_20230106T140856_046664_0597D7_4DEB.zip","4153.084352493286","","","0","S1A_IWDV_0470_0476_046664_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221213T140830_20221213T140857_046314_058BFE_E9C6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","46314","42","470","2022-12-13T14:08:57.270324Z","2022-12-13T14:08:30Z","SLC","2022-12-13T14:08:30Z","2022-12-13T14:08:57Z","36.5046","-121.3394","37.107727","-119.749275","37.505756","-122.57666","35.486145","-120.138939","35.885727","-122.90538","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221213T140830_20221213T140857_046314_058BFE_E9C6.zip","4057.0831956863403","","","0","S1A_IWDV_0470_0476_046314_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221201T140830_20221201T140857_046139_0585FE_46EC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","46139","42","470","2022-12-01T14:08:57.768000Z","2022-12-01T14:08:30Z","SLC","2022-12-01T14:08:30Z","2022-12-01T14:08:57Z","36.5049","-121.338","37.108047","-119.747925","37.506115","-122.575302","35.486347","-120.13765","35.885967","-122.904091","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221201T140830_20221201T140857_046139_0585FE_46EC.zip","4036.5828914642334","","","0","S1A_IWDV_0470_0476_046139_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221119T140831_20221119T140858_045964_05800B_46E0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45964","42","470","2022-11-19T14:08:58.517294Z","2022-11-19T14:08:31Z","SLC","2022-11-19T14:08:31Z","2022-11-19T14:08:58Z","36.5047","-121.3393","37.107777","-119.749146","37.505829","-122.576569","35.486195","-120.138824","35.885803","-122.905304","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221119T140831_20221119T140858_045964_05800B_46E0.zip","3936.7256031036377","","","0","S1A_IWDV_0470_0476_045964_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221107T140831_20221107T140858_045789_057A28_F72C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45789","42","470","2022-11-07T14:08:58.501659Z","2022-11-07T14:08:31Z","SLC","2022-11-07T14:08:31Z","2022-11-07T14:08:58Z","36.5047","-121.3387","37.107689","-119.748665","37.505684","-122.576019","35.486347","-120.138237","35.885899","-122.904663","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221107T140831_20221107T140858_045789_057A28_F72C.zip","4068.6544303894043","","","0","S1A_IWDV_0470_0476_045789_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221026T140832_20221026T140859_045614_05743B_BAA2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45614","42","470","2022-10-26T14:08:59.015195Z","2022-10-26T14:08:32Z","SLC","2022-10-26T14:08:32Z","2022-10-26T14:08:59Z","36.5049","-121.3403","37.108196","-119.750252","37.506172","-122.577644","35.486355","-120.139915","35.885891","-122.906372","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221026T140832_20221026T140859_045614_05743B_BAA2.zip","4015.1858196258545","","","0","S1A_IWDV_0470_0476_045614_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221014T140831_20221014T140858_045439_056F09_84CB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45439","42","470","2022-10-14T14:08:58.783752Z","2022-10-14T14:08:31Z","SLC","2022-10-14T14:08:31Z","2022-10-14T14:08:58Z","36.5044","-121.3389","37.107506","-119.748871","37.505508","-122.57608","35.485909","-120.138512","35.885471","-122.904793","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221014T140831_20221014T140858_045439_056F09_84CB.zip","3964.689965248108","","","0","S1A_IWDV_0470_0476_045439_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20221002T140831_20221002T140858_045264_05692C_BDF8","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45264","42","470","2022-10-02T14:08:58.852343Z","2022-10-02T14:08:31Z","SLC","2022-10-02T14:08:31Z","2022-10-02T14:08:58Z","36.5046","-121.3393","37.107357","-119.749435","37.505386","-122.576599","35.486382","-120.138947","35.885971","-122.905212","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221002T140831_20221002T140858_045264_05692C_BDF8.zip","3910.4873418807983","","","0","S1A_IWDV_0470_0476_045264_042","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220920T140830_20220920T140857_045089_05634F_ADD6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","45089","42","470","2022-09-20T14:08:57.884786Z","2022-09-20T14:08:30Z","SLC","2022-09-20T14:08:30Z","2022-09-20T14:08:57Z","36.5046","-121.3367","37.107868","-119.746658","37.505878","-122.57383","35.486019","-120.13636","35.88559","-122.902596","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220920T140830_20220920T140857_045089_05634F_ADD6.zip","4034.013137817383","","","0","S1A_IWDV_0470_0476_045089_042","","","","","","","","","","",""
